SALES_PRICE_CONDITION_SET_ID; PRODUCT_ID; START_DATE; END_DATE; NETTO_PRICE; VAT_RATE
1;1;2024-01-01 00:00:00;2024-10-03;2.85;7.0
2;2;2024-01-01 00:00:00;2024-10-03;0.74;7.0
3;3;2024-01-01 00:00:00;2024-10-03;0.83;7.0
4;4;2024-01-01 00:00:00;2024-10-03;3.64;7.0
5;5;2024-01-01 00:00:00;2024-10-03;2.19;7.0
6;6;2024-01-01 00:00:00;2024-10-03;1.15;7.0
7;7;2024-01-01 00:00:00;2024-10-03;2.61;7.0
8;8;2024-01-01 00:00:00;2024-10-03;2.59;7.0
9;9;2024-01-01 00:00:00;2024-10-03;2.42;7.0
10;10;2024-01-01 00:00:00;2024-10-03;1.42;7.0
11;11;2024-01-01 00:00:00;2024-10-03;3.51;7.0
12;12;2024-01-01 00:00:00;2024-10-03;1.54;7.0
13;13;2024-01-01 00:00:00;2024-10-03;2.65;7.0
14;14;2024-01-01 00:00:00;2024-10-03;1.93;7.0
15;15;2024-01-01 00:00:00;2024-10-03;2.29;7.0
16;16;2024-01-01 00:00:00;2024-10-03;3.83;7.0
17;17;2024-01-01 00:00:00;2024-10-03;2.99;7.0
18;18;2024-01-01 00:00:00;2024-10-03;2.67;7.0
19;19;2024-01-01 00:00:00;2024-10-03;3.19;7.0
20;20;2024-01-01 00:00:00;2024-10-03;2.78;7.0
21;21;2024-01-01 00:00:00;2024-10-03;2.33;7.0
22;22;2024-01-01 00:00:00;2024-10-03;2.29;7.0
23;23;2024-01-01 00:00:00;2024-10-03;1.75;7.0
24;24;2024-01-01 00:00:00;2024-10-03;1.73;7.0
25;25;2024-01-01 00:00:00;2024-10-03;1.55;7.0
26;26;2024-01-01 00:00:00;2024-10-03;0.88;7.0
27;27;2024-01-01 00:00:00;2024-10-03;2.65;7.0
28;28;2024-01-01 00:00:00;2024-10-03;3.91;7.0
29;29;2024-01-01 00:00:00;2024-10-03;1.78;7.0
30;30;2024-01-01 00:00:00;2024-10-03;1.41;7.0
31;31;2024-01-01 00:00:00;2024-10-03;1.55;7.0
32;32;2024-01-01 00:00:00;2024-10-03;2.86;7.0
33;33;2024-01-01 00:00:00;2024-10-03;1.36;7.0
34;34;2024-01-01 00:00:00;2024-10-03;1.69;7.0
35;35;2024-01-01 00:00:00;2024-10-03;2.21;7.0
36;36;2024-01-01 00:00:00;2024-10-03;1.8;7.0
37;37;2024-01-01 00:00:00;2024-10-03;1.59;7.0
38;38;2024-01-01 00:00:00;2024-10-03;1.31;7.0
39;39;2024-01-01 00:00:00;2024-10-03;3.11;7.0
40;40;2024-01-01 00:00:00;2024-10-03;0.99;7.0
41;41;2024-01-01 00:00:00;2024-10-03;0.89;7.0
42;42;2024-01-01 00:00:00;2024-10-03;2.82;7.0
43;43;2024-01-01 00:00:00;2024-10-03;1.67;7.0
44;44;2024-01-01 00:00:00;2024-10-03;2.93;7.0
45;45;2024-01-01 00:00:00;2024-10-03;0.53;7.0
46;46;2024-01-01 00:00:00;2024-10-03;3.44;7.0
47;47;2024-01-01 00:00:00;2024-10-03;2.57;7.0
48;48;2024-01-01 00:00:00;2024-10-03;1.88;7.0
49;49;2024-01-01 00:00:00;2024-10-03;3.38;7.0
50;50;2024-01-01 00:00:00;2024-10-03;3.95;7.0
51;51;2024-01-01 00:00:00;2024-10-03;1.47;7.0
52;52;2024-01-01 00:00:00;2024-10-03;2.17;7.0
53;53;2024-01-01 00:00:00;2024-10-03;3.61;7.0
54;54;2024-01-01 00:00:00;2024-10-03;2.93;7.0
55;55;2024-01-01 00:00:00;2024-10-03;3.5;7.0
56;56;2024-01-01 00:00:00;2024-10-03;0.71;7.0
57;57;2024-01-01 00:00:00;2024-10-03;0.61;7.0
58;58;2024-01-01 00:00:00;2024-10-03;2.31;7.0
59;59;2024-01-01 00:00:00;2024-10-03;1.4;7.0
60;60;2024-01-01 00:00:00;2024-10-03;2.66;7.0
61;61;2024-01-01 00:00:00;2024-10-03;0.74;7.0
62;62;2024-01-01 00:00:00;2024-10-03;3.82;7.0
63;63;2024-01-01 00:00:00;2024-10-03;2.95;7.0
64;64;2024-01-01 00:00:00;2024-10-03;1.61;7.0
65;65;2024-01-01 00:00:00;2024-10-03;3.76;7.0
66;66;2024-01-01 00:00:00;2024-10-03;3.44;7.0
67;67;2024-01-01 00:00:00;2024-10-03;1.86;7.0
68;68;2024-01-01 00:00:00;2024-10-03;3.56;7.0
69;69;2024-01-01 00:00:00;2024-10-03;3.1;7.0
70;70;2024-01-01 00:00:00;2024-10-03;0.97;7.0
71;71;2024-01-01 00:00:00;2024-10-03;2.76;7.0
72;72;2024-01-01 00:00:00;2024-10-03;2.74;7.0
73;73;2024-01-01 00:00:00;2024-10-03;2.33;7.0
74;74;2024-01-01 00:00:00;2024-10-03;1.57;7.0
75;75;2024-01-01 00:00:00;2024-10-03;0.68;7.0
76;76;2024-01-01 00:00:00;2024-10-03;1.69;7.0
77;77;2024-01-01 00:00:00;2024-10-03;2.8;7.0
78;78;2024-01-01 00:00:00;2024-10-03;2.19;7.0
79;79;2024-01-01 00:00:00;2024-10-03;1.32;7.0
80;80;2024-01-01 00:00:00;2024-10-03;3.63;7.0
81;81;2024-01-01 00:00:00;2024-10-03;2.13;7.0
82;82;2024-01-01 00:00:00;2024-10-03;2.7;7.0
83;83;2024-01-01 00:00:00;2024-10-03;3.88;7.0
84;84;2024-01-01 00:00:00;2024-10-03;2.81;7.0
85;85;2024-01-01 00:00:00;2024-10-03;1.36;7.0
86;86;2024-01-01 00:00:00;2024-10-03;2.97;7.0
87;87;2024-01-01 00:00:00;2024-10-03;1.78;7.0
88;88;2024-01-01 00:00:00;2024-10-03;0.86;7.0
89;89;2024-01-01 00:00:00;2024-10-03;1.59;7.0
90;90;2024-01-01 00:00:00;2024-10-03;0.77;7.0
91;91;2024-01-01 00:00:00;2024-10-03;2.68;7.0
92;92;2024-01-01 00:00:00;2024-10-03;0.83;7.0
93;93;2024-01-01 00:00:00;2024-10-03;0.96;7.0
94;94;2024-01-01 00:00:00;2024-10-03;0.62;7.0
95;95;2024-01-01 00:00:00;2024-10-03;1.46;7.0
96;96;2024-01-01 00:00:00;2024-10-03;2.11;7.0
97;97;2024-01-01 00:00:00;2024-10-03;0.59;7.0
98;98;2024-01-01 00:00:00;2024-10-03;1.83;7.0
99;99;2024-01-01 00:00:00;2024-10-03;2.36;7.0
100;100;2024-01-01 00:00:00;2024-10-03;1.95;7.0
101;101;2024-01-01 00:00:00;2024-10-03;0.72;7.0
102;102;2024-01-01 00:00:00;2024-10-03;2.45;7.0
103;103;2024-01-01 00:00:00;2024-10-03;0.95;7.0
104;104;2024-01-01 00:00:00;2024-10-03;3.89;7.0
105;105;2024-01-01 00:00:00;2024-10-03;3.72;7.0
106;106;2024-01-01 00:00:00;2024-10-03;2.96;7.0
107;107;2024-01-01 00:00:00;2024-10-03;1.81;7.0
108;108;2024-01-01 00:00:00;2024-10-03;2.19;7.0
109;109;2024-01-01 00:00:00;2024-10-03;3.95;7.0
110;110;2024-01-01 00:00:00;2024-10-03;2.35;7.0
111;111;2024-01-01 00:00:00;2024-10-03;3.48;7.0
112;112;2024-01-01 00:00:00;2024-10-03;1.13;7.0
113;113;2024-01-01 00:00:00;2024-10-03;2.29;7.0
114;114;2024-01-01 00:00:00;2024-10-03;0.92;7.0
115;115;2024-01-01 00:00:00;2024-10-03;0.65;7.0
116;116;2024-01-01 00:00:00;2024-10-03;3.97;7.0
117;117;2024-01-01 00:00:00;2024-10-03;2.75;7.0
118;118;2024-01-01 00:00:00;2024-10-03;1.48;7.0
119;119;2024-01-01 00:00:00;2024-10-03;2.28;7.0
120;120;2024-01-01 00:00:00;2024-10-03;2.26;7.0
121;121;2024-01-01 00:00:00;2024-10-03;2.98;7.0
122;122;2024-01-01 00:00:00;2024-10-03;1.99;7.0
123;123;2024-01-01 00:00:00;2024-10-03;3.84;7.0
124;124;2024-01-01 00:00:00;2024-10-03;1.21;7.0
125;125;2024-01-01 00:00:00;2024-10-03;2.32;7.0
126;126;2024-01-01 00:00:00;2024-10-03;1.61;7.0
127;127;2024-01-01 00:00:00;2024-10-03;1.74;7.0
128;128;2024-01-01 00:00:00;2024-10-03;0.53;7.0
129;129;2024-01-01 00:00:00;2024-10-03;1.55;7.0
130;130;2024-01-01 00:00:00;2024-10-03;2.23;7.0
131;131;2024-01-01 00:00:00;2024-10-03;2.4;7.0
132;132;2024-01-01 00:00:00;2024-10-03;1.92;7.0
133;133;2024-01-01 00:00:00;2024-10-03;0.7;7.0
134;134;2024-01-01 00:00:00;2024-10-03;2.43;7.0
135;135;2024-01-01 00:00:00;2024-10-03;3.89;7.0
136;136;2024-01-01 00:00:00;2024-10-03;3.87;7.0
137;137;2024-01-01 00:00:00;2024-10-03;3.7;7.0
138;138;2024-01-01 00:00:00;2024-10-03;2.7;7.0
139;139;2024-01-01 00:00:00;2024-10-03;1.79;7.0
140;140;2024-01-01 00:00:00;2024-10-03;1.82;7.0
141;141;2024-01-01 00:00:00;2024-10-03;3.93;7.0
142;142;2024-01-01 00:00:00;2024-10-03;2.32;7.0
143;143;2024-01-01 00:00:00;2024-10-03;2.46;7.0
144;144;2024-01-01 00:00:00;2024-10-03;0.51;7.0
145;145;2024-01-01 00:00:00;2024-10-03;2.27;7.0
146;146;2024-01-01 00:00:00;2024-10-03;3.83;7.0
147;147;2024-01-01 00:00:00;2024-10-03;0.64;7.0
148;148;2024-01-01 00:00:00;2024-10-03;3.95;7.0
149;149;2024-01-01 00:00:00;2024-10-03;2.49;7.0
150;150;2024-01-01 00:00:00;2024-10-03;3.45;7.0
151;151;2024-01-01 00:00:00;2024-10-03;2.91;7.0
152;152;2024-01-01 00:00:00;2024-10-03;2.89;7.0
153;153;2024-01-01 00:00:00;2024-10-03;2.72;7.0
154;154;2024-01-01 00:00:00;2024-10-03;1.96;7.0
155;155;2024-01-01 00:00:00;2024-10-03;3.81;7.0
156;156;2024-01-01 00:00:00;2024-10-03;0.55;7.0
157;157;2024-01-01 00:00:00;2024-10-03;2.95;7.0
158;158;2024-01-01 00:00:00;2024-10-03;1.58;7.0
159;159;2024-01-01 00:00:00;2024-10-03;1.71;7.0
160;160;2024-01-01 00:00:00;2024-10-03;2.13;7.0
161;161;2024-01-01 00:00:00;2024-10-03;1.52;7.0
162;162;2024-01-01 00:00:00;2024-10-03;2.85;7.0
163;163;2024-01-01 00:00:00;2024-10-03;2.38;7.0
164;164;2024-01-01 00:00:00;2024-10-03;2.97;7.0
165;165;2024-01-01 00:00:00;2024-10-03;1.75;7.0
166;166;2024-01-01 00:00:00;2024-10-03;2.47;7.0
167;167;2024-01-01 00:00:00;2024-10-03;0.6;7.0
168;168;2024-01-01 00:00:00;2024-10-03;1.26;7.0
169;169;2024-01-01 00:00:00;2024-10-03;1.98;7.0
170;170;2024-01-01 00:00:00;2024-10-03;3.2;7.0
171;171;2024-01-01 00:00:00;2024-10-03;2.95;7.0
172;172;2024-01-01 00:00:00;2024-10-03;3.32;7.0
173;173;2024-01-01 00:00:00;2024-10-03;1.43;7.0
174;174;2024-01-01 00:00:00;2024-10-03;1.71;7.0
175;175;2024-01-01 00:00:00;2024-10-03;3.85;7.0
176;176;2024-01-01 00:00:00;2024-10-03;2.27;7.0
177;177;2024-01-01 00:00:00;2024-10-03;1.66;7.0
178;178;2024-01-01 00:00:00;2024-10-03;1.33;7.0
179;179;2024-01-01 00:00:00;2024-10-03;2.75;7.0
180;180;2024-01-01 00:00:00;2024-10-03;0.69;7.0
181;181;2024-01-01 00:00:00;2024-10-03;0.93;7.0
182;182;2024-01-01 00:00:00;2024-10-03;1.84;7.0
183;183;2024-01-01 00:00:00;2024-10-03;2.41;7.0
184;184;2024-01-01 00:00:00;2024-10-03;3.4;7.0
185;185;2024-01-01 00:00:00;2024-10-03;0.57;7.0
186;186;2024-01-01 00:00:00;2024-10-03;2.23;7.0
187;187;2024-01-01 00:00:00;2024-10-03;1.32;7.0
188;188;2024-01-01 00:00:00;2024-10-03;2.58;7.0
189;189;2024-01-01 00:00:00;2024-10-03;3.45;7.0
190;190;2024-01-01 00:00:00;2024-10-03;3.74;7.0
191;191;2024-01-01 00:00:00;2024-10-03;2.87;7.0
192;192;2024-01-01 00:00:00;2024-10-03;1.52;7.0
193;193;2024-01-01 00:00:00;2024-10-03;3.68;7.0
194;194;2024-01-01 00:00:00;2024-10-03;3.36;7.0
195;195;2024-01-01 00:00:00;2024-10-03;1.77;7.0
196;196;2024-01-01 00:00:00;2024-10-03;2.47;7.0
197;197;2024-01-01 00:00:00;2024-10-03;2.91;7.0
198;198;2024-01-01 00:00:00;2024-10-03;0.92;7.0
199;199;2024-01-01 00:00:00;2024-10-03;1.67;7.0
200;200;2024-01-01 00:00:00;2024-10-03;2.65;7.0
201;201;2024-01-01 00:00:00;2024-10-03;2.25;7.0
202;202;2024-01-01 00:00:00;2024-10-03;1.49;7.0
203;203;2024-01-01 00:00:00;2024-10-03;0.63;7.0
204;204;2024-01-01 00:00:00;2024-10-03;1.6;7.0
205;205;2024-01-01 00:00:00;2024-10-03;2.71;7.0
206;206;2024-01-01 00:00:00;2024-10-03;2.11;7.0
207;207;2024-01-01 00:00:00;2024-10-03;1.24;7.0
208;208;2024-01-01 00:00:00;2024-10-03;2.47;7.0
209;209;2024-01-01 00:00:00;2024-10-03;1.87;7.0
210;210;2024-01-01 00:00:00;2024-10-03;1.54;7.0
211;211;2024-01-01 00:00:00;2024-10-03;2.72;7.0
212;212;2024-01-01 00:00:00;2024-10-03;1.66;7.0
213;213;2024-01-01 00:00:00;2024-10-03;0.56;7.0
214;214;2024-01-01 00:00:00;2024-10-03;2.82;7.0
215;215;2024-01-01 00:00:00;2024-10-03;0.79;7.0
216;216;2024-01-01 00:00:00;2024-10-03;3.6;7.0
217;217;2024-01-01 00:00:00;2024-10-03;0.68;7.0
218;218;2024-01-01 00:00:00;2024-10-03;3.44;7.0
219;219;2024-01-01 00:00:00;2024-10-03;2.52;7.0
220;220;2024-01-01 00:00:00;2024-10-03;2.55;7.0
221;221;2024-01-01 00:00:00;2024-10-03;3.66;7.0
222;222;2024-01-01 00:00:00;2024-10-03;3.95;7.0
223;223;2024-01-01 00:00:00;2024-10-03;3.19;7.0
224;224;2024-01-01 00:00:00;2024-10-03;1.73;7.0
225;225;2024-01-01 00:00:00;2024-10-03;3.89;7.0
226;226;2024-01-01 00:00:00;2024-10-03;0.76;7.0
227;227;2024-01-01 00:00:00;2024-10-03;1.98;7.0
228;228;2024-01-01 00:00:00;2024-10-03;0.82;7.0
229;229;2024-01-01 00:00:00;2024-10-03;2.23;7.0
230;230;2024-01-01 00:00:00;2024-10-03;1.19;7.0
231;231;2024-01-01 00:00:00;2024-10-03;2.65;7.0
232;232;2024-01-01 00:00:00;2024-10-03;2.63;7.0
233;233;2024-01-01 00:00:00;2024-10-03;2.46;7.0
234;234;2024-01-01 00:00:00;2024-10-03;2.7;7.0
235;235;2024-01-01 00:00:00;2024-10-03;3.55;7.0
236;236;2024-01-01 00:00:00;2024-10-03;1.81;7.0
237;237;2024-01-01 00:00:00;2024-10-03;2.68;7.0
238;238;2024-01-01 00:00:00;2024-10-03;1.97;7.0
239;239;2024-01-01 00:00:00;2024-10-03;2.21;7.0
240;240;2024-01-01 00:00:00;2024-10-03;0.86;7.0
241;241;2024-01-01 00:00:00;2024-10-03;2.91;7.0
242;242;2024-01-01 00:00:00;2024-10-03;2.59;7.0
243;243;2024-01-01 00:00:00;2024-10-03;2.11;7.0
244;244;2024-01-01 00:00:00;2024-10-03;2.7;7.0
245;245;2024-01-01 00:00:00;2024-10-03;1.49;7.0
246;246;2024-01-01 00:00:00;2024-10-03;3.21;7.0
247;247;2024-01-01 00:00:00;2024-10-03;1.78;7.0
248;248;2024-01-01 00:00:00;2024-10-03;0.86;7.0
249;249;2024-01-01 00:00:00;2024-10-03;1.59;7.0
250;250;2024-01-01 00:00:00;2024-10-03;2.59;7.0
251;251;2024-01-01 00:00:00;2024-10-03;2.44;7.0
252;252;2024-01-01 00:00:00;2024-10-03;2.71;7.0
253;253;2024-01-01 00:00:00;2024-10-03;0.89;7.0
254;254;2024-01-01 00:00:00;2024-10-03;0.56;7.0
255;255;2024-01-01 00:00:00;2024-10-03;0.64;7.0
256;256;2024-01-01 00:00:00;2024-10-03;2.65;7.0
257;257;2024-01-01 00:00:00;2024-10-03;0.53;7.0
258;258;2024-01-01 00:00:00;2024-10-03;1.72;7.0
259;259;2024-01-01 00:00:00;2024-10-03;1.9;7.0
260;260;2024-01-01 00:00:00;2024-10-03;1.84;7.0
261;261;2024-01-01 00:00:00;2024-10-03;3.38;7.0
262;262;2024-01-01 00:00:00;2024-10-03;1.34;7.0
263;263;2024-01-01 00:00:00;2024-10-03;3.8;7.0
264;264;2024-01-01 00:00:00;2024-10-03;2.78;7.0
265;265;2024-01-01 00:00:00;2024-10-03;3.61;7.0
266;266;2024-01-01 00:00:00;2024-10-03;1.62;7.0
267;267;2024-01-01 00:00:00;2024-10-03;0.83;7.0
268;268;2024-01-01 00:00:00;2024-10-03;1.73;7.0
269;269;2024-01-01 00:00:00;2024-10-03;2.84;7.0
270;270;2024-01-01 00:00:00;2024-10-03;2.24;7.0
271;271;2024-01-01 00:00:00;2024-10-03;2.37;7.0
272;272;2024-01-01 00:00:00;2024-10-03;3.91;7.0
273;273;2024-01-01 00:00:00;2024-10-03;2.18;7.0
274;274;2024-01-01 00:00:00;2024-10-03;3.74;7.0
275;275;2024-01-01 00:00:00;2024-10-03;3.27;7.0
276;276;2024-01-01 00:00:00;2024-10-03;3.86;7.0
277;277;2024-01-01 00:00:00;2024-10-03;2.41;7.0
278;278;2024-01-01 00:00:00;2024-10-03;3.36;7.0
279;279;2024-01-01 00:00:00;2024-10-03;2.82;7.0
280;280;2024-01-01 00:00:00;2024-10-03;1.81;7.0
281;281;2024-01-01 00:00:00;2024-10-03;2.63;7.0
282;282;2024-01-01 00:00:00;2024-10-03;0.93;7.0
283;283;2024-01-01 00:00:00;2024-10-03;2.73;7.0
284;284;2024-01-01 00:00:00;2024-10-03;0.99;7.0
285;285;2024-01-01 00:00:00;2024-10-03;1.86;7.0
286;286;2024-01-01 00:00:00;2024-10-03;1.42;7.0
287;287;2024-01-01 00:00:00;2024-10-03;1.56;7.0
288;288;2024-01-01 00:00:00;2024-10-03;2.86;7.0
289;289;2024-01-01 00:00:00;2024-10-03;1.37;7.0
290;290;2024-01-01 00:00:00;2024-10-03;1.7;7.0
291;291;2024-01-01 00:00:00;2024-10-03;2.22;7.0
292;292;2024-01-01 00:00:00;2024-10-03;1.81;7.0
293;293;2024-01-01 00:00:00;2024-10-03;1.6;7.0
294;294;2024-01-01 00:00:00;2024-10-03;1.32;7.0
295;295;2024-01-01 00:00:00;2024-10-03;3.12;7.0
296;296;2024-01-01 00:00:00;2024-10-03;0.5;7.0
297;297;2024-01-01 00:00:00;2024-10-03;0.9;7.0
298;298;2024-01-01 00:00:00;2024-10-03;2.83;7.0
299;299;2024-01-01 00:00:00;2024-10-03;1.68;7.0
300;300;2024-01-01 00:00:00;2024-10-03;2.94;7.0
301;301;2024-01-01 00:00:00;2024-10-03;0.53;7.0
302;302;2024-01-01 00:00:00;2024-10-03;3.45;7.0
303;303;2024-01-01 00:00:00;2024-10-03;2.58;7.0
304;304;2024-01-01 00:00:00;2024-10-03;1.89;7.0
305;305;2024-01-01 00:00:00;2024-10-03;3.39;7.0
306;306;2024-01-01 00:00:00;2024-10-03;3.96;7.0
307;307;2024-01-01 00:00:00;2024-10-03;1.48;7.0
308;308;2024-01-01 00:00:00;2024-10-03;2.18;7.0
309;309;2024-01-01 00:00:00;2024-10-03;3.62;7.0
310;310;2024-01-01 00:00:00;2024-10-03;0.76;7.0
311;311;2024-01-01 00:00:00;2024-10-03;2.15;7.0
312;312;2024-01-01 00:00:00;2024-10-03;2.13;7.0
313;313;2024-01-01 00:00:00;2024-10-03;2.85;7.0
314;314;2024-01-01 00:00:00;2024-10-03;1.85;7.0
315;315;2024-01-01 00:00:00;2024-10-03;0.96;7.0
316;316;2024-01-01 00:00:00;2024-10-03;1.31;7.0
317;317;2024-01-01 00:00:00;2024-10-03;2.18;7.0
318;318;2024-01-01 00:00:00;2024-10-03;2.47;7.0
319;319;2024-01-01 00:00:00;2024-10-03;1.6;7.0
320;320;2024-01-01 00:00:00;2024-10-03;3.26;7.0
321;321;2024-01-01 00:00:00;2024-10-03;2.41;7.0
322;322;2024-01-01 00:00:00;2024-10-03;2.98;7.0
323;323;2024-01-01 00:00:00;2024-10-03;3.5;7.0
324;324;2024-01-01 00:00:00;2024-10-03;1.97;7.0
325;325;2024-01-01 00:00:00;2024-10-03;1.51;7.0
326;326;2024-01-01 00:00:00;2024-10-03;2.47;7.0
327;327;2024-01-01 00:00:00;2024-10-03;0.6;7.0
328;328;2024-01-01 00:00:00;2024-10-03;1.26;7.0
329;329;2024-01-01 00:00:00;2024-10-03;1.74;7.0
330;330;2024-01-01 00:00:00;2024-10-03;3.98;7.0
331;331;2024-01-01 00:00:00;2024-10-03;2.83;7.0
332;332;2024-01-01 00:00:00;2024-10-03;2.21;7.0
333;333;2024-01-01 00:00:00;2024-10-03;1.32;7.0
334;334;2024-01-01 00:00:00;2024-10-03;0.78;7.0
335;335;2024-01-01 00:00:00;2024-10-03;3.74;7.0
336;336;2024-01-01 00:00:00;2024-10-03;1.15;7.0
337;337;2024-01-01 00:00:00;2024-10-03;0.75;7.0
338;338;2024-01-01 00:00:00;2024-10-03;0.57;7.0
339;339;2024-01-01 00:00:00;2024-10-03;1.4;7.0
340;340;2024-01-01 00:00:00;2024-10-03;0.63;7.0
341;341;2024-01-01 00:00:00;2024-10-03;2.77;7.0
342;342;2024-01-01 00:00:00;2024-10-03;1.5;7.0
343;343;2024-01-01 00:00:00;2024-10-03;2.3;7.0
344;344;2024-01-01 00:00:00;2024-10-03;2.28;7.0
345;345;2024-01-01 00:00:00;2024-10-03;2.11;7.0
346;346;2024-01-01 00:00:00;2024-10-03;2.12;7.0
347;347;2024-01-01 00:00:00;2024-10-03;1.2;7.0
